,Biden_prop,Biden_votes,Trump_prop,Trump_votes,flag,leading_candidate_name,leading_candidate_votes,state_name,time_stamp,total_votes_count,total_votes_received,trailing_candidate_name,trailing_candidate_votes,vote_count_prop,votes_remaining,flip
1071,0.3765028499342323,489465.0,0.5842811319738775,759583.0,1.0,Trump,759583.0,Utah,2020-11-09 12:00:00,1300030.0,1487677.0,Biden,489465.0,0.8738657652165087,187647.0,no
1072,0.34597203525917597,420985.0,0.6256079380811264,761251.0,1.0,Trump,761251.0,Arkansas,2020-11-09 12:00:00,1216818.0,1219069.0,Biden,420985.0,0.998153508948222,2251.0,no
1073,0.36048078750156415,777813.0,0.6221753618419528,1342474.0,1.0,Trump,1342474.0,Kentucky,2020-11-09 12:00:00,2157710.0,2137959.0,Biden,777813.0,1.0092382501254702,-19751.0,no
1074,0.6366493605379432,1590324.0,0.34502607929113327,861861.0,1.0,Biden,1590324.0,Maryland,2020-11-09 12:00:00,2497959.0,3037030.0,Trump,861861.0,0.8225006009160265,539071.0,no
1075,0.434240911696131,1092518.0,0.5509728823502757,1386207.0,1.0,Trump,1386207.0,South Carolina,2020-11-09 12:00:00,2515926.0,2514202.0,Biden,1092518.0,1.0006857046490298,-1724.0,no
1076,0.6526302745764734,2254168.0,0.32460464381028925,1121176.0,1.0,Biden,2254168.0,Massachusetts,2020-11-09 12:00:00,3453974.0,3631402.0,Trump,1121176.0,0.9511406338378401,177428.0,no
1077,0.3560038610952072,150475.0,0.6177468427502733,261108.0,1.0,Trump,261108.0,South Dakota,2020-11-09 12:00:00,422678.0,422775.0,Biden,150475.0,0.9997705635385252,97.0,no
1078,0.6374478525896831,365802.0,0.3425993371136212,196602.0,1.0,Biden,365802.0,Hawaii,2020-11-09 12:00:00,573854.0,574469.0,Trump,196602.0,0.9989294461494006,615.0,no
1079,0.4780523246102777,5294767.0,0.5117356852917547,5667834.0,1.0,Trump,5667834.0,Florida,2020-11-09 12:00:00,11075706.0,11067456.0,Biden,5294767.0,1.0007454287597801,-8250.0,no
1080,0.6462514020802681,9315259.0,0.3338862335004082,4812735.0,1.0,Biden,9315259.0,California,2020-11-09 12:00:00,14414296.0,17495906.0,Trump,4812735.0,0.82386679489476,3081610.0,no
1081,0.4944904780114955,1630569.0,0.4882617689363946,1610030.0,1.0,Biden,1630569.0,Wisconsin,2020-11-09 12:00:00,3297473.0,3297428.0,Trump,1610030.0,1.0000136470000254,-45.0,no
1082,0.5017394175047726,664162.0,0.4758404162817033,629879.0,1.0,Biden,664162.0,Nevada,2020-11-09 12:00:00,1323719.0,1405376.0,Trump,629879.0,0.9418966881460904,81657.0,no
1083,0.29573333604684887,232502.0,0.6863625494156614,539610.0,1.0,Trump,539610.0,West Virginia,2020-11-09 12:00:00,786188.0,794652.0,Biden,232502.0,0.9893487967059795,8464.0,no
